"conversion_id","campaign_id","order_id","conversion_value","attribution_model"
"CONV105A33ED9F66","CAMP48F1B05CDD70","ORDE5EC9C6693D3","4792.36","First Click"
"CONV106431E295C5","CAMPF9D5B6DD9E14","ORD2EB44C1893ED","4136.91","Last Click"
"CONV1070D4BCD5D1","CAMP7C72ED7A7616","ORD034DE137453D","3242.11","First Click"
"CONV107423A517AD","CAMP5935E5E17618","ORD343953BA873E","4635.84","Last Click"
"CONV10786DD80CD5","CAMPFDAE80365B13","ORDD7E9FCF6F941","1633.87","Last Click"
"CONV1083736A8738","CAMP6A89D4D9AF0C","ORDE6E143569A8F","3129.78","First Click"
"CONV1083C67F9CAB","CAMPEEB49E6EEB30","ORDDAB57A721B2E","1536.16","Linear"
"CONV108B47FF0482","CAMPA3A9D0F85D0D","ORDBF2A301E2066","2527.14","First Click"
"CONV1091D5ACA504","CAMP228C2B974212","ORDF974BD6282C3","1361.62","Last Click"
"CONV1092967536BA","CAMP06225AF5546D","ORDB10AF3AFB168","3686.88","Last Click"
"CONV1094174BE988","CAMP8899D04D736D","ORDCA6A9C776E2B","4442.63","First Click"
"CONV1097AD24F5F3","CAMPCC91619F24EA","ORD604E6AEFE6BC","2040.03","First Click"
"CONV109A956BDAD2","CAMP22A66C491CAD","ORDAE2BE7F6EE5C","3004.32","Linear"
"CONV10A21DBEE179","CAMP4D7F5754FA9D","ORD974F2FF80104","1943.05","Last Click"
"CONV10A8E953D3F6","CAMPE09C18C3CDAD","ORD2FE97AB4F692","1540.44","First Click"
"CONV10AB248148A5","CAMP636117845E39","ORDD1DDCDFA6D42","1101.19","First Click"
"CONV10B0FF409E6C","CAMPA3A9D0F85D0D","ORDA7A95406794F","4136.12","First Click"
"CONV10C64268465A","CAMP08AB7BDE8797","ORDC3E96DEAA915","2376.98","Last Click"
"CONV10CEFD177E5D","CAMP5D42EFF42CEF","ORD764DD644866F","4769.06","Last Click"
"CONV10D048F77EC4","CAMPCBC840DD6950","ORD55AAE6C00437","2702.28","Linear"
"CONV10DF08B0829C","CAMPC90BC403239A","ORD8D32560A1893","4945.38","Linear"
"CONV10E0F7DC0B43","CAMP6C1F4D358311","ORDA7259448FA2C","3961.89","Linear"
"CONV10E74CD4949C","CAMP167F130DB44A","ORDF68B9D39CAE8","4673.98","Linear"
"CONV10E802685312","CAMP2C675CA478CE","ORD4F7AD6A18168","2434.55","First Click"
"CONV10EB9EE83771","CAMP3C5A86ABF287","ORD1C142D181F38","4575.20","First Click"
"CONV10EE2BAA39A4","CAMP0AA257CA236A","ORDB3DE967EB3E2","2921.54","Last Click"
"CONV10EE3666405B","CAMP193256F0B0BD","ORD4DAF010660D6","4112.32","Last Click"
"CONV10F079702D81","CAMP95B3BE5D090E","ORDE339129D8A38","2376.90","Linear"
"CONV10F0E2540CC9","CAMP841DCE4468D8","ORDA8321072F521","1482.79","Last Click"
"CONV10F190E9FE76","CAMP47A0EA26E236","ORD70AADE91D387","2921.75","Linear"
"CONV10F66D32D8B4","CAMP6A89D4D9AF0C","ORDBBA5F139D91F","1073.46","First Click"
"CONV111ABF737A3E","CAMP001F3C716B50","ORDA43E81354145","2021.47","Last Click"
"CONV111D085B24F0","CAMP18A976001511","ORDC1E97EED0D31","3922.46","First Click"
"CONV1128C5CEAF2E","CAMP725C50210C3E","ORDDD674B073B4C","3243.62","Linear"
"CONV1131E8767569","CAMP6FBC017E8D05","ORDED3D5275149F","2029.69","First Click"
"CONV113B7C0A57C1","CAMPB9729A8ABB8B","ORD6228025805D8","1382.94","Linear"
"CONV1140204B949C","CAMP468F289190E2","ORD1A0D3FDB8784","4873.01","Linear"
"CONV1141315D84F1","CAMPC5C90C602891","ORD0E71176EFE84","4177.51","Linear"
"CONV1148F88BE240","CAMP83FF394D2422","ORD4BE7D5DDB27D","3704.19","Linear"
"CONV115628C7A75D","CAMPB0D2CBF39A1B","ORD708D8A7EFA8F","3579.90","Last Click"
"CONV1161DE99062A","CAMPE439A199CCA3","ORD123FD2478233","2842.35","Last Click"
"CONV116291535CBD","CAMP81650441EFED","ORD834035C83EFD","3451.59","Last Click"
"CONV11683F05FD09","CAMP6FE4436AA321","ORD69C00E23090C","2811.21","First Click"
"CONV116A89492625","CAMP93C0CA33B5D1","ORD86539FC402E6","2591.17","Last Click"
"CONV116AA7E63A5B","CAMP83B431006218","ORDA25E7D1FFCAE","1493.53","Last Click"
"CONV116FD3F8CA71","CAMPD28C19B633DD","ORDE8733480219E","3635.45","Linear"
"CONV1175DB50F07C","CAMP8CA4BE34D296","ORD1EB7D8BDDE38","3480.31","Linear"
"CONV11833193DAAF","CAMP96E7DBCCAF11","ORD9BE3CA45DE74","2458.80","Last Click"
"CONV118360854882","CAMP3E1F95F94410","ORDCAF7F6606E02","3688.18","Linear"
"CONV1186A93AF85E","CAMP05A14236610A","ORDBC8F6966354B","1689.21","First Click"
"CONV11872D2C87EE","CAMPE2AEAE6C860D","ORD05159FE90D01","1662.63","Last Click"
"CONV11891188B5A7","CAMPD429C20A7664","ORD67AC4E8B57BF","2444.60","First Click"
"CONV1194B34C8883","CAMP5AA88B571A2A","ORD86688C32517A","1606.40","First Click"
"CONV11971F202171","CAMP07C32B2AF9ED","ORDFC274C8162DD","4912.03","First Click"
"CONV1198047EDC34","CAMP828905D41522","ORD2A034B62BC4E","1532.23","Last Click"
"CONV119ACEED4C74","CAMPE057E26D0094","ORDE4EACF542E3E","3947.57","Linear"
"CONV119C72FA46A8","CAMP2B191DC99304","ORD4C1E5F5A01BA","4234.86","First Click"
"CONV119EBE9A880F","CAMP5E1C3B45D97E","ORD1FB91F456677","3726.15","Last Click"
"CONV11A3C7280A22","CAMP193256F0B0BD","ORDF0F8224AB2D8","3933.39","Linear"
"CONV11A54666EC31","CAMP077D3A0EEF51","ORD9173DE00CEC7","2804.60","Linear"
"CONV11B0512B7D28","CAMP193256F0B0BD","ORD7F203067CA15","4811.96","Last Click"
"CONV11B0A82A48B3","CAMP99EE544A8507","ORDDEC0ED9738CA","2068.02","Linear"
"CONV11B3BCA7974E","CAMP89801B3DFCB0","ORDC95263306035","2506.28","First Click"
"CONV11D5EE18D917","CAMP1ED095B13B56","ORDF5D3953D61DD","1086.56","First Click"
"CONV11E400359AFF","CAMPB26E15A0E146","ORDE7016485164F","3846.49","Last Click"
"CONV11E70A99500A","CAMP6E00278F7177","ORDFD2A7298FE32","2932.54","Last Click"
"CONV11E754BF4414","CAMP2D1ECA778983","ORDD4F52735EDDD","2386.47","Last Click"
"CONV11FEF83D2FEB","CAMP7B400C390BBB","ORD3962EDBDBA03","2496.30","First Click"
"CONV1208CECB5C03","CAMPA48700B11560","ORDE1475DC15092","2347.29","First Click"
"CONV120FBFB1115E","CAMP2699DF7829CF","ORD4F89EACF7C12","4165.16","Last Click"
"CONV1211F3C1A84F","CAMP71382B56EEBE","ORD73D0DD054A38","4932.99","First Click"
"CONV12198E2F8394","CAMPEC9B6AE74DEC","ORDAA88AA5CCC42","3510.51","First Click"
"CONV1228460D5066","CAMP4E8FC364F851","ORDFB0FA8826267","1609.78","Linear"
"CONV1238AE258F08","CAMPB31A7F8A6217","ORD93155527682E","2400.17","Linear"
"CONV123D0E3F866F","CAMPE96315087A94","ORD7958727A6FC5","2220.26","Linear"
"CONV124BAC8AA8AC","CAMP08854B66EE84","ORDD3A640C8F95E","2777.79","Last Click"
"CONV124CA4B6AEA3","CAMPA1CA00ECEDE3","ORDA6A7667FE802","4195.62","Last Click"
"CONV12531D379C86","CAMP7EC3972B2DDC","ORDDE6B357D24BF","2326.63","First Click"
"CONV125BFC9CBEDA","CAMP625994E75D4E","ORDEDC3E3B377CF","4134.43","First Click"
"CONV125C3AD5F5CD","CAMPBDD3A634A712","ORD45C434205E17","3261.77","Linear"
"CONV1263CBA14F68","CAMP7EC3972B2DDC","ORD470B2208C67C","1085.23","First Click"
"CONV12649898A1F2","CAMP997A751CC848","ORD4A4B4ACC395D","3835.80","Last Click"
"CONV1264EA6A4034","CAMPFCD54DD44FDF","ORD049AA359F873","4773.11","Linear"
"CONV126FEFB18212","CAMPE439A199CCA3","ORD8CD13C829699","3172.31","Linear"
"CONV128E799BCE76","CAMP6852779D22D5","ORD7E2D47424D5A","1572.80","First Click"
"CONV12A9C6F0C903","CAMPEF66D1A924B8","ORD1EECB01A4A87","1232.61","Last Click"
"CONV12B631503C6C","CAMP07D9484BFFCA","ORD041020E194D8","2898.60","First Click"
"CONV12B6983430D1","CAMP71382B56EEBE","ORD562F9F8CBCDD","2689.63","Last Click"
"CONV12BC56424FC9","CAMPDC4FD49637B0","ORDD116138C6BA3","3930.62","Linear"
"CONV12BDE412AB70","CAMP5876D4D66A33","ORD450B27340865","1929.03","Linear"
"CONV12BED83B27F6","CAMP448A28DA8A81","ORDB8F980D563BB","3461.53","Last Click"
"CONV12D1E5950734","CAMP37D7406F7C3C","ORDEA1E5B694AF1","4107.05","Last Click"
"CONV12D4A7AE6883","CAMP54A6B4E7A4DD","ORD75C1E0925B6D","3174.24","Linear"
"CONV12E4543DE526","CAMPBDF7B7F12F74","ORD9262FB4235D2","3708.28","First Click"
"CONV12E8190A07E9","CAMP08AB7BDE8797","ORD289E4CDF0833","1521.45","First Click"
"CONV12EB75182A6F","CAMP448A28DA8A81","ORDBDA458F8D523","3654.13","Last Click"
"CONV12F53B9C351B","CAMP24F4471B32C5","ORD13298AC53F2E","3000.99","First Click"
"CONV1301CF679172","CAMPDC2DD557051B","ORD3008453F63EA","3559.30","Linear"
"CONV1304EBAE0695","CAMPDBBF4CF1FFCB","ORD17D602D076FE","4840.47","First Click"
"CONV13076C42BD37","CAMPF5F6A566540D","ORDD9E68F27D743","3566.11","Linear"
"CONV13128499A33A","CAMPDB88638C6B55","ORDC02D2682405C","4440.16","Linear"
"CONV1312C1427DC8","CAMP46D3EE401B15","ORD66E52D08E4D1","3861.21","Linear"
"CONV1319910EE276","CAMP83B431006218","ORD4C78A485E3FF","3689.37","First Click"
"CONV131C6CBAE123","CAMP5AF6B0C94C2F","ORD351116D892B3","2414.33","Last Click"
"CONV131CB716BA62","CAMPB383896D37FF","ORD9E5CF08EAB9D","2688.88","Last Click"
"CONV1327D797E62E","CAMP683C0B8C7F74","ORD304402E1D347","2127.26","First Click"
"CONV133B52051DFD","CAMP582F24C593D0","ORD4F6574B56EED","2735.06","First Click"
"CONV133C260A3312","CAMPBDD3A634A712","ORD75C46CD96070","1628.56","Linear"
"CONV1343D6FCCD2B","CAMPE439A199CCA3","ORDCE68CD738D66","3052.62","First Click"
"CONV134872D014A4","CAMP4B1FAF5BEA08","ORDD13B60DC153E","3146.95","Linear"
"CONV1349A5C7A2AD","CAMP9AEEF904B859","ORD6FEDA7808919","2838.52","First Click"
"CONV1359546116A1","CAMP16F361A41FCF","ORD397FC75AFBC5","3175.42","Last Click"
"CONV135C3C3E55EC","CAMP0B7754B7BD1B","ORDC969F224BEE3","2105.50","Linear"
"CONV136520BD0E6A","CAMPFD3BE45692CA","ORD4F2999BCCB06","4961.63","Linear"
"CONV137C2311D960","CAMP788879B31F63","ORDDC678255E7AB","1705.25","First Click"
"CONV13804E6C4491","CAMP5935E5E17618","ORD9648363DC3C4","2350.30","Linear"
"CONV13851906BC13","CAMPD77EAE572C41","ORD2F74F00D5F0B","1880.42","First Click"
"CONV1390BCE7A09C","CAMP52A006F7C080","ORD642BFE8E949E","1056.73","Last Click"
"CONV139CE7342F6D","CAMP209153311E2B","ORD29C1E6AF9460","3369.32","Linear"
"CONV13A037B3ED8C","CAMP772215B92403","ORDADD7B71DAA03","3529.79","Linear"
"CONV13A4A8758412","CAMP2C675CA478CE","ORD243F9BE438C2","2721.31","Linear"
"CONV13AF9D5EFBDF","CAMP7B37E3BFCBD6","ORD91432A27326F","3135.18","Linear"
"CONV13B13CC36489","CAMP69F54771C8D5","ORD1F7AB63A3CCC","3259.97","Last Click"
"CONV13B2460B8056","CAMP04A60E73B566","ORDB675ED1E3D72","1607.53","First Click"
"CONV13B7E629BF83","CAMPB2BEB104DD07","ORDE52850497874","4644.18","Last Click"
"CONV13B86B9B4FE7","CAMPAAB6C25423AA","ORDE6B03A00D710","3903.78","First Click"
"CONV13BF0E9C4103","CAMP4B4CC25B499A","ORD4ECC48AAFA68","4601.47","Last Click"
"CONV13BFA8AAB509","CAMPBEE32F460F0A","ORD0CB64C20B55E","1252.51","Linear"
"CONV13C0818C432B","CAMP22A75CE93470","ORD8CE0F31A7A67","4463.29","First Click"
"CONV13C25FBBB89F","CAMP06225AF5546D","ORD6049B70C12D4","1549.50","First Click"
"CONV13C74A718EBE","CAMP46D3EE401B15","ORD0FB7147EDBE5","3415.09","First Click"
"CONV13CB4E433676","CAMP841DCE4468D8","ORD0D5C6BAE5A37","2364.04","First Click"
"CONV13D45437BAE2","CAMP0CECD9859157","ORDE39CAE51E5BC","3762.85","First Click"
"CONV13D51CB557AD","CAMPE2AEAE6C860D","ORD2BDE76F806A2","4021.80","Linear"
"CONV13DC3DBE33AF","CAMPCB8BC5B1B3CE","ORDE99B1C416F56","1847.12","Linear"
"CONV13E0EBEB4569","CAMP479BA669CD31","ORD22577CF08541","4582.99","Last Click"
"CONV13E7AE4B60ED","CAMP625994E75D4E","ORDDBF71BAC3D75","2632.76","Linear"
"CONV13E7DFFB86E5","CAMPD77EAE572C41","ORD85D555BE5DAB","2820.49","First Click"
"CONV13EB49AFDF91","CAMPA60EC318C1C4","ORDA6C8C630C201","1744.79","Linear"
"CONV13F51E945386","CAMP5D469D368DB7","ORD8F9C1D164E87","4207.89","Linear"
"CONV13F7BE1E9348","CAMP2B191DC99304","ORD147377E487CC","4052.02","First Click"
"CONV13FB987C1279","CAMP9320B95B1A07","ORD146A93A756DE","4998.86","Last Click"
"CONV141010AD097F","CAMP2FF8DA51E739","ORDC04C3A08E109","4015.00","Linear"
"CONV14201317477D","CAMPAC268FC6EC39","ORDB6266B411E09","2648.81","First Click"
"CONV142CA21CB0C3","CAMPF54097C61703","ORDFC72CBB95D57","1733.37","First Click"
"CONV142FCBB04685","CAMP46D3EE401B15","ORDACAF3DE9EC71","3260.76","First Click"
"CONV1444252C02A0","CAMPB0BFB6FFB251","ORDC543A84EF102","3163.25","First Click"
"CONV1445F458C45B","CAMP614071A1DE3D","ORD931B16EE2742","2570.11","First Click"
"CONV1446C24FEE7D","CAMP98418BD1DC03","ORD4174C71A2201","3367.94","First Click"
"CONV144BB20F03BF","CAMPA1CA00ECEDE3","ORDF87CE257652E","1124.24","Last Click"
"CONV145223CCF7D9","CAMPDB98CC8501FF","ORD2867E5E370EF","2557.95","First Click"
"CONV1459D3CCB7C5","CAMPF7E6AA111E9F","ORDFEEFDE443C7E","2264.91","First Click"
"CONV146DA2B25CB2","CAMPDE9D1D02371A","ORD6859C1A23AC2","1418.17","Last Click"
"CONV147FA9EDE887","CAMP6685CA9E335F","ORD5B7890DE22C9","2049.60","Last Click"
"CONV14807EF8246D","CAMP993234DCBD67","ORD76448E7B4CC6","2712.13","First Click"
"CONV14863F80F6B8","CAMP63217B266CFE","ORD92B762EBC0C2","4047.54","Last Click"
"CONV1487C1B2A53D","CAMPC85209DCA90D","ORD9929D5DFE9B4","3743.71","Linear"
"CONV148DB492587C","CAMP22A75CE93470","ORDE1689E65365A","3678.06","Last Click"
"CONV14934E7ADAF6","CAMP52E11F897FB1","ORD9648C312E7A2","2959.69","Last Click"
"CONV1493EBD97CAE","CAMP4393C5A75789","ORD225F40FD1955","2989.98","First Click"
"CONV1498D08B8F31","CAMP209153311E2B","ORDDD7EA63D4B51","3013.03","Last Click"
"CONV14B1BC589F13","CAMP76D8CA6D81D7","ORDABE583990401","1299.31","First Click"
"CONV14B22467B1DF","CAMPE829EEF5E2A7","ORDBD8C43FEF85B","3024.28","Linear"
"CONV14B4B3545EB0","CAMP06E0C1E07AFD","ORDE473CD205AEA","4568.60","Linear"
"CONV14C58C5E98D8","CAMP28291D83002E","ORDC195FECB7040","4092.61","Linear"
"CONV14CEA1904533","CAMPE6EB554ABCA4","ORD05497AEEDBAD","2174.19","Last Click"
"CONV14D2E6A0D3F8","CAMPF366008D5C46","ORDC45947E2AB35","1499.69","Linear"
"CONV14D80A8E6CA3","CAMP51842F925093","ORD48339B6AA3B5","1463.58","Linear"
"CONV14E108F7E422","CAMP80EC8479D8FC","ORD9AB83A0A54C1","4483.40","Last Click"
"CONV14E1262C098C","CAMP31B764DD387F","ORDF93DC57D7296","2664.60","Linear"
"CONV14E473DA269F","CAMP56ACCF38F8EC","ORD25B1454C9CBD","1802.29","Linear"
"CONV14EC2CC9CA5D","CAMP7C72ED7A7616","ORD8A77AD8CA0CB","4287.85","First Click"
"CONV14F1ADC3F0CE","CAMPE7528640B53B","ORD4CD255C3182A","1985.91","First Click"
"CONV14F4B4FDE6A7","CAMP65299DDA8C02","ORD5205CE093900","4692.67","Linear"
"CONV14F7041B5604","CAMP3AA65B0A5EF9","ORDCD843547EE64","3376.35","First Click"
"CONV14FD92B160DF","CAMPA5D3FB127780","ORDB0C4DE98CE2B","4456.66","First Click"
"CONV1512B2FEBE80","CAMPB89B85B1812B","ORD4B53874FBA7C","1065.08","First Click"
"CONV15169B47EE4F","CAMP2436A50DB785","ORDD852BCDA3CE5","2123.08","Last Click"
"CONV152122782A47","CAMP7A0EAE812F63","ORDA48FFD5B34AE","3316.90","Linear"
"CONV152F82A91404","CAMPE1CA98A011BF","ORD07EA537E00E5","1889.78","Last Click"
"CONV15324BD5B363","CAMP95B3BE5D090E","ORD06696FA77286","4639.57","Linear"
"CONV1533A2CDAB2E","CAMP6F7910B650FD","ORDA335C9A0BE60","2972.03","First Click"
"CONV1535C179FA7A","CAMPFC85EAB35E06","ORDB78A09751B24","1590.49","First Click"
"CONV154287A53DA2","CAMP772215B92403","ORD28914E3BA0F5","4955.16","Last Click"
"CONV154D0FC1BEFB","CAMPD754847C82FA","ORD394BAE0A6C69","3966.64","Last Click"
"CONV1556E5AA5FF9","CAMP62243FCFE13C","ORDA6FA1FDC8306","2334.69","First Click"
"CONV15579D9BB358","CAMPE0A5BA7BB46B","ORD5FE30517C20B","2787.51","Last Click"
"CONV155917A96628","CAMP2D1BC56E239E","ORD6D463710165D","2002.78","Last Click"
"CONV155F4169622B","CAMPA13AE2FF672B","ORD8F611C0855CF","2072.37","First Click"
"CONV15732664DBED","CAMP93C0CA33B5D1","ORD1C48ECFCFFA1","2229.70","Linear"
"CONV1574E7E65B9B","CAMPC6703723F26B","ORDC6688EB14B57","4977.18","Linear"
"CONV157FD0527CD5","CAMP3EBE8BB92CC7","ORD4B1F109A82EA","4698.09","Linear"
"CONV1587300F0B47","CAMP38392ACCAB98","ORD56FF98202612","3796.27","First Click"
"CONV158A86C2165D","CAMP96E7DBCCAF11","ORDA320F9A8CFB9","4070.99","First Click"
"CONV1597B2139555","CAMP41C8E317CD36","ORD3453B90B3F34","1087.49","Last Click"
"CONV15A82D5A17E8","CAMP8DF488DA7073","ORD40ABE87F65EF","4695.88","Last Click"
"CONV15AE3B556D8B","CAMP336EDAC90042","ORDADB345D17837","2198.73","Linear"
"CONV15B601A3942B","CAMP67CDAF9D9CF7","ORD72DCCDE9BF46","2395.09","First Click"
"CONV15CBA85417E5","CAMP34E0C02BC897","ORD8CC04C86876B","1712.54","First Click"
"CONV15CF8A260472","CAMPE7528640B53B","ORD8479F566FA2D","1214.73","Last Click"
"CONV15D45231B643","CAMPE829EEF5E2A7","ORD0D4678864230","2781.66","Last Click"
"CONV15E052687C7A","CAMP3DCD4698F544","ORDDE138593DE65","4753.26","Linear"
"CONV15F1DD87CE02","CAMPB26E15A0E146","ORD89B9862FAB25","4559.16","Last Click"
"CONV16026C9E178F","CAMP02A75A185DF6","ORD738F36EF1F46","4849.02","First Click"
"CONV1610DE3E5898","CAMPE98E262182C1","ORDBD5391054B32","4692.63","Last Click"
"CONV161113C44965","CAMP609D1846262D","ORD3B18B0CF0090","2478.70","Linear"
"CONV16185682F683","CAMP0A5883C95233","ORD4955A09CD057","2168.32","First Click"
"CONV161DBB5E4270","CAMPF83FFE888AAD","ORD4F7EB1720F9B","2914.67","Linear"
"CONV1626C7DE8412","CAMPFC85EAB35E06","ORDC0D6A4CF3BE3","1838.04","First Click"
"CONV1628CDF0BADE","CAMPF9D5B6DD9E14","ORDB95E73155666","3621.70","Last Click"
"CONV1634B9546BBF","CAMP582F24C593D0","ORD58481B5D53DB","2552.75","Linear"
"CONV163D9C62E264","CAMPE1401CEC5EF4","ORD2540960F1D55","1420.87","Linear"
"CONV163F89924BCC","CAMP9A871CB43616","ORDA1559457C343","3107.77","Last Click"
"CONV163FFD14232E","CAMPE96315087A94","ORDEC7F61601E6D","2652.73","Linear"
"CONV1640AB0BFAC0","CAMP9C9CE6BD706F","ORD2B2956D163F6","4334.29","Last Click"
"CONV16410BBCB3E8","CAMPEC453873E301","ORD742ED3982E07","3242.08","First Click"
"CONV1652D62B101B","CAMP83B431006218","ORD8EC2C0782589","1475.16","Linear"
"CONV165712136B48","CAMP7D6D2A0B9471","ORDAD8F901A7892","2689.38","Linear"
"CONV16575DCBD3B9","CAMPFC85EAB35E06","ORD0F4C58FBA3EF","2619.27","Last Click"
"CONV166B6F2DBDB7","CAMPF36521FA454C","ORD06E44ED729EF","2193.86","Last Click"
"CONV16817DC48F43","CAMP3DD17FCE9B48","ORD689C2F778EE6","2165.02","Linear"
"CONV1689D0B0F392","CAMP2C675CA478CE","ORD082FD6555C6C","1350.57","First Click"
"CONV16906A70E9EF","CAMPBDF7B7F12F74","ORD86DC1916EF12","4659.58","Linear"
"CONV1690B20CD259","CAMP3DD17FCE9B48","ORD0441ABE86FDA","2876.66","Last Click"
"CONV1690D0D317E5","CAMP06E0C1E07AFD","ORD85AE9A36365B","4689.74","Last Click"
"CONV16948B5A8C94","CAMP2672A8C142FA","ORD2404E67EC391","4247.88","Last Click"
"CONV169F1701059A","CAMP48F1B05CDD70","ORD21C6CE0992BE","2038.44","First Click"
"CONV16A64E6960AE","CAMP52A006F7C080","ORDD457DA34E657","1016.00","First Click"
"CONV16A65D7A1022","CAMP9B4E857B4020","ORD99D90B63912D","2486.13","Last Click"
"CONV16B3ACB0EEE3","CAMP05A14236610A","ORD87E0114FE43A","3084.14","Last Click"
"CONV16B719CE0321","CAMPD285313B21F2","ORDB77FF99EFBFC","1574.87","Last Click"
"CONV16BC963D4085","CAMP44D82B8A90AA","ORDB2E0AC6AE8BF","1463.49","Last Click"
"CONV16BFD231095E","CAMP582F24C593D0","ORDEEBFF2601153","3610.09","Last Click"
"CONV16C8C234B82E","CAMP2699DF7829CF","ORD1F882E900575","3992.81","Linear"
"CONV16CDAC078C8C","CAMP9C9CE6BD706F","ORD7F7A752B475B","4882.38","First Click"
"CONV16CF7F737D50","CAMP232925316C44","ORDD3AA03DFFA5B","2253.51","Linear"
"CONV16D874775038","CAMP4225422218A3","ORDE6D4C9C124E8","4515.33","Last Click"
"CONV16DF039AC7E3","CAMP41C8E317CD36","ORDE71EA59BF740","2731.97","First Click"
"CONV16E1ECCAF93A","CAMP2CDFB494CF82","ORDCBB29DAD38DF","3892.33","Linear"
"CONV16EA52966742","CAMPEEB49E6EEB30","ORDCB9569A4942B","2813.94","Last Click"
"CONV16ECCF0F273B","CAMPAB72B7AFD17F","ORD0EE932AA4396","1553.24","Linear"
"CONV16F15E3BE52E","CAMP001F3C716B50","ORDF7D02CB6098C","1148.36","Last Click"
"CONV16F590FD652C","CAMPBDD3A634A712","ORDB9E95A1B0914","2975.41","First Click"
"CONV16FA304CA840","CAMPD981DC5833F0","ORDCB223C9BDF83","3998.84","Linear"
"CONV16FB50157ED8","CAMP097F1BE9AE99","ORD1FD46F3A289A","4365.23","Last Click"
"CONV16FD9C0698D7","CAMP4D7F5754FA9D","ORD90F2454E6057","2723.66","Linear"
"CONV1706FE587CF6","CAMP02B935B7C3F8","ORD24B1D705F865","4753.54","Last Click"
"CONV1709619B1ED0","CAMP5935E5E17618","ORDD75BF920C30E","3347.83","Last Click"
"CONV170B6FCCC89A","CAMP4043AB955CD9","ORDC14EC6FC16E1","4365.23","Last Click"
"CONV170F24B35B21","CAMPE2E5837832DD","ORDA15029EFDA29","4169.81","Last Click"
"CONV17104B7F17BE","CAMP4CA69FCB633D","ORD6389231DBB4A","3665.48","Linear"
"CONV17106D4E15B5","CAMPFDAE80365B13","ORDF7727D38283A","1743.44","First Click"
"CONV171A81E577A7","CAMP725C50210C3E","ORD6AC1E9962C81","1513.69","First Click"
"CONV171B8F6168AF","CAMPD0C196B71175","ORD7B8E4510BDCD","1532.79","Linear"
"CONV171EE4F6E942","CAMP37D7406F7C3C","ORD35C8A229F090","4854.95","Linear"
"CONV17212CA64F2B","CAMP841DCE4468D8","ORD047830F28839","3254.35","Last Click"
"CONV1721E9FDF2ED","CAMPFBFA9A6D425C","ORD782827B2118F","2667.68","Last Click"
"CONV17476659FE7C","CAMP8C80445776CB","ORDD3F776B66428","3439.13","First Click"
"CONV1748022B1343","CAMPE6EB554ABCA4","ORD6822B239C3C2","2808.53","Linear"
"CONV1748E238FC2F","CAMP9A0E24D92B69","ORD27DDE6B27E33","1607.54","Linear"
"CONV174BCB11D017","CAMP9A0E24D92B69","ORD282144E1D924","4313.92","Last Click"
"CONV175C3FBACCE6","CAMP515F56B5F0E5","ORDF47A2708E57E","2490.00","Linear"
"CONV176DF19E061D","CAMP429D7D7919D1","ORD7284875AB0B5","1200.26","Linear"
"CONV1775E8D659B4","CAMP7C72ED7A7616","ORDC04A5F9EEE94","2525.39","Linear"
"CONV17773DFE892F","CAMP02B935B7C3F8","ORDA8FFD1D386BB","4557.12","First Click"
"CONV17787B851239","CAMP4DC1F2251163","ORDC45D13897E51","3713.61","First Click"
"CONV177DF5415DB7","CAMP4B058FB2DC89","ORDFC09EAD4BDB0","3011.03","Linear"
"CONV1780BF6FFA28","CAMP4192E8471994","ORD0BE102101961","4876.76","Last Click"
"CONV179104F59B75","CAMP214115BC17AC","ORDBA8D55F1B1D8","2275.66","Last Click"
"CONV179742DF8E84","CAMP23EE0602913C","ORD16E435878885","1244.02","Last Click"
"CONV17990589E302","CAMP489C2EF01AA2","ORD350081BD274F","2197.11","Last Click"
"CONV17991857D9AE","CAMP07C32B2AF9ED","ORDC33CC3A1DA79","3098.11","Last Click"
"CONV179D4253EAB3","CAMP855D3DDAA7E1","ORDC71BE43B78D0","2048.72","Last Click"
"CONV17A638E0335B","CAMP9B4E857B4020","ORDEDEA9A81D751","2307.87","Linear"
"CONV17AF1CA69523","CAMP2C675CA478CE","ORD8735DD6C8DDE","1796.31","Last Click"
"CONV17BBC16B5D2A","CAMPEEA9B2E5B1DD","ORD18C698A944ED","2006.18","First Click"
"CONV17C663E1EC65","CAMPE1401CEC5EF4","ORD852F093EA4FA","3896.93","Last Click"
"CONV17C786318D66","CAMPF54097C61703","ORDE5D7C77D5E48","2640.52","Last Click"
"CONV17D045072EBB","CAMP81650441EFED","ORDF4F3CEB56B9C","4953.00","Linear"
"CONV17DD48426175","CAMPAB72B7AFD17F","ORDAD9AAEC9A931","1695.56","Last Click"
"CONV17DE3400C627","CAMP496090BE4CD7","ORDC4CB4C0B399B","3961.44","First Click"
"CONV17E0E9830AE4","CAMP4BDEB866B33B","ORDF5D7CD2F7FFA","1902.42","First Click"
"CONV17E3A9674EB1","CAMP6FBC017E8D05","ORDE9619CC852B5","4947.29","Linear"
"CONV17E9DD9B6A26","CAMP96E7DBCCAF11","ORD46964D102278","4840.83","First Click"
"CONV17E9F039B97F","CAMP7F9BE6792822","ORD0CE568722DAA","2669.26","Linear"
"CONV17F15FDCED8A","CAMP828905D41522","ORD4343B7E49CB5","1848.47","Last Click"
