"campaign_id","campaign_name","channel","budget","start_date","end_date","impressions","clicks","conversions","roas","cpa","ctr","ad_creative","influencer_id","target_audience","status"
"CAMP3C834C898B86","Quality-focused heuristic success","Other","703158.62","2025-06-28","2025-07-11",831828,38558,6661,"1.77","105.56","4.6353","Ea soluta dicta minus exercitationem dicta illum. Itaque voluptates maxime eligendi.",NULL,"Female 22yo in Kolkata","Paused"
"CAMP3CDACE6B6B75","Mandatory secondary frame","Facebook","488295.10","2024-10-25","2025-02-20",437017,18879,959,"4.08","509.17","4.3200","Officiis maiores molestiae atque maiores fugiat facilis.",NULL,"Other 26yo in Mumbai","Active"
"CAMP3DCD4698F544","Reactive holistic strategy","TikTok","321884.82","2025-07-08","2025-08-29",487556,2106,329,"4.67","978.37","0.4320","Nam voluptas necessitatibus similique. Reprehenderit praesentium rem nulla.",NULL,"Other 22yo in Kolkata","Active"
"CAMP3DD17FCE9B48","Vision-oriented bottom-line functionalities","Instagram","573674.53","2024-11-07","2025-01-06",815876,1719,50,"1.32","11473.49","0.2107","Officia dignissimos illo eligendi architecto. Mollitia molestiae sequi adipisci atque expedita.","INFLA28F373145BF","Other 24yo in Hyderabad","Active"
"CAMP3E1F95F94410","Multi-layered encompassing policy","Email","230897.90","2024-09-19","2024-11-06",854775,78654,1905,"4.37","121.21","9.2017","Error doloribus ullam ratione maxime. Possimus asperiores cum inventore accusamus.",NULL,"Female 21yo in Kolkata","Paused"
"CAMP3E873F61C107","Ergonomic zero administration function","Email","939935.58","2025-04-14","2025-08-19",917618,19642,3580,"1.54","262.55","2.1405","Quas vel nostrum officia velit. Perspiciatis eos velit hic ad. Porro hic fugiat nam ab asperiores.",NULL,"Female 21yo in Mumbai","Completed"
"CAMP3EBE8BB92CC7","Self-enabling 4thgeneration intranet","Email","829220.25","2024-11-19","2025-09-02",518258,13666,2727,"2.39","304.08","2.6369","Non eligendi dolorum quod vero aspernatur voluptatem.",NULL,"Male 29yo in Pune","Active"
"CAMP3F61277FBFC1","Business-focused scalable superstructure","Other","802895.37","2025-02-27","2025-05-15",236127,22508,1363,"2.79","589.06","9.5322","In atque beatae aspernatur rem.",NULL,"Other 24yo in Lucknow","Completed"
"CAMP3F6A3725A914","Open-source national neural-net","Other","842094.55","2024-11-22","2025-01-19",780742,8753,1187,"1.54","709.43","1.1211","Dolore sint commodi. Natus temporibus perferendis ut voluptates.",NULL,"Female 21yo in Hyderabad","Cancelled"
"CAMP4043AB955CD9","Ameliorated multi-state throughput","Google Ads","682091.27","2025-06-21","2025-09-06",866613,31739,1826,"1.08","373.54","3.6624","Hic quam amet illo dignissimos quia.",NULL,"Other 25yo in Chennai","Paused"
"CAMP4150C68256A4","Virtual human-resource groupware","Email","521601.34","2025-03-19","2025-06-09",533267,38004,4289,"3.33","121.61","7.1266","Molestiae magni iusto. Vitae placeat quia reiciendis aliquid.",NULL,"Female 20yo in Chennai","Paused"
"CAMP4192E8471994","Networked stable process improvement","Email","706716.35","2024-11-02","2025-08-12",155412,11476,699,"2.04","1011.04","7.3842","Eius sit ea deleniti voluptatum. Quibusdam exercitationem esse praesentium nam occaecati iusto.",NULL,"Male 29yo in Mumbai","Completed"
"CAMP41C8E317CD36","Extended mobile middleware","Instagram","943442.02","2025-03-26","2025-08-31",130449,1911,351,"2.09","2687.87","1.4649","Minus ut quo perspiciatis eaque officia. Voluptatem nesciunt pariatur ut dolorem impedit.","INFL83329D7DD78D","Other 21yo in Jaipur","Cancelled"
"CAMP4225422218A3","Public-key solution-oriented data-warehouse","Other","160139.96","2025-06-15","2025-07-13",715463,48314,8157,"1.84","19.63","6.7528","Repellat animi cum minima harum cum earum commodi. Est totam nulla odit laborum.",NULL,"Female 22yo in Mumbai","Cancelled"
"CAMP429D7D7919D1","De-engineered mobile capacity","YouTube","569598.04","2025-07-05","2025-07-28",36646,1840,269,"3.22","2117.46","5.0210","Molestiae id soluta adipisci distinctio ea nobis. Quo atque sint debitis iure sunt consequuntur.",NULL,"Other 34yo in Chennai","Cancelled"
"CAMP42F8AE37E295","Decentralized uniform customer loyalty","Other","699438.68","2024-11-02","2025-08-27",560727,16357,2591,"2.66","269.95","2.9171","Aperiam eum sapiente architecto. Aliquam doloremque modi esse sapiente.",NULL,"Male 26yo in Bangalore","Active"
"CAMP4393C5A75789","Business-focused explicit pricing structure","Email","571836.75","2025-01-05","2025-01-24",757013,52944,2628,"2.27","217.59","6.9938","Nesciunt quo quas consectetur commodi. Quasi debitis rerum maxime corrupti dolore vero.",NULL,"Other 34yo in Bangalore","Completed"
"CAMP441FF0EA4F5E","User-friendly composite protocol","Google Ads","665155.20","2025-01-25","2025-09-11",42678,2686,278,"1.77","2392.64","6.2936","Optio consectetur voluptas ipsam. Occaecati velit doloribus voluptas.",NULL,"Male 30yo in Chennai","Completed"
"CAMP4453DC4F0A27","Enhanced hybrid moderator","Email","751338.56","2025-06-21","2025-08-09",324533,1625,98,"1.52","7666.72","0.5007","Natus optio itaque fugit. Beatae cupiditate ipsum quam vitae laborum.",NULL,"Female 18yo in Chennai","Active"
"CAMP448A28DA8A81","Re-engineered motivating array","Google Ads","310532.79","2025-08-10","2025-08-27",608995,48388,5768,"1.86","53.84","7.9455","Ipsam fugiat laborum iusto. Officiis aut labore exercitationem commodi laudantium.",NULL,"Other 26yo in Chennai","Paused"
"CAMP44D82B8A90AA","Optional explicit open architecture","Instagram","644326.69","2025-03-17","2025-04-10",642713,29693,306,"3.47","2105.64","4.6199","Quas pariatur suscipit rem. Nihil soluta aliquid.",NULL,"Other 34yo in Ahmedabad","Completed"
"CAMP4541FCC695D3","Reverse-engineered modular forecast","Facebook","579879.76","2025-09-07","2025-09-09",528326,37689,1343,"2.30","431.78","7.1337","Porro nemo quia natus est. Consequatur mollitia excepturi fuga modi natus adipisci.",NULL,"Other 22yo in Delhi","Active"
"CAMP45464975FF39","Reactive optimizing extranet","Email","236138.42","2025-08-19","2025-08-21",819722,5642,791,"4.51","298.53","0.6883","Quam voluptatibus consequuntur harum. Architecto commodi consequuntur voluptas.",NULL,"Other 20yo in Bangalore","Cancelled"
"CAMP455DCB25EC4D","Seamless context-sensitive circuit","Google Ads","332780.38","2024-10-23","2024-10-25",379547,15621,1324,"4.97","251.34","4.1157","Amet sapiente repudiandae cumque numquam.",NULL,"Male 31yo in Jaipur","Paused"
"CAMP468F289190E2","Polarized fault-tolerant middleware","Google Ads","571887.81","2025-04-11","2025-06-14",201644,19634,3122,"1.32","183.18","9.7370","Dolorem reiciendis soluta alias corporis atque earum. Expedita dignissimos nulla qui fuga.",NULL,"Male 26yo in Chennai","Cancelled"
"CAMP46C5FC0BD559","Compatible value-added moratorium","Email","452888.26","2025-09-11","2025-09-17",522900,39240,4288,"3.85","105.62","7.5043","Eum accusamus tenetur fugit ab consectetur laborum. Reiciendis aliquid error eveniet ab.",NULL,"Other 31yo in Chennai","Paused"
"CAMP46D3EE401B15","Function-based static system engine","TikTok","490888.39","2024-10-21","2025-08-21",538971,42136,5747,"4.13","85.42","7.8179","Optio incidunt eaque officia quasi nisi. Ipsam dolorum tempora sint alias debitis molestiae.",NULL,"Female 34yo in Hyderabad","Cancelled"
"CAMP475658B15BA5","Configurable secondary definition","Facebook","849737.87","2025-01-25","2025-07-19",605620,40087,2607,"4.07","325.94","6.6192","Et earum illum. Tenetur praesentium quis.",NULL,"Male 33yo in Chennai","Paused"
"CAMP4788D537A23A","Devolved zero tolerance superstructure","Google Ads","682599.70","2024-11-06","2025-07-19",740899,12712,598,"4.39","1141.47","1.7158","Quidem eum maiores rem ipsam. Facere odit in ad dicta sit voluptate.",NULL,"Female 33yo in Bangalore","Paused"
"CAMP479BA669CD31","Future-proofed asymmetric time-frame","Facebook","369554.47","2025-07-09","2025-09-12",489110,5943,364,"4.84","1015.26","1.2151","Consequatur in ducimus cupiditate. Ratione iste voluptatum sed eum esse.",NULL,"Female 29yo in Pune","Paused"
"CAMP47A0EA26E236","Networked bandwidth-monitored architecture","TikTok","601873.62","2024-11-17","2025-02-20",547528,49587,6065,"4.15","99.24","9.0565","Doloribus cum quasi ut sint inventore. Modi cumque repudiandae quos totam optio.",NULL,"Male 33yo in Ahmedabad","Cancelled"
"CAMP487A17BBD6D2","Enterprise-wide composite productivity","Email","463095.39","2025-01-27","2025-07-15",180533,8294,342,"1.39","1354.08","4.5942","Quaerat sunt dolore praesentium unde illum.",NULL,"Other 23yo in Lucknow","Active"
"CAMP4895343E37A1","Switchable solution-oriented task-force","Facebook","730248.75","2025-04-30","2025-07-12",151321,10397,385,"1.42","1896.75","6.8708","Animi quam iusto aliquam. Rem officiis laborum nobis quod iusto non.",NULL,"Female 24yo in Mumbai","Cancelled"
"CAMP489C2EF01AA2","Reactive asynchronous frame","Instagram","340123.04","2025-03-22","2025-05-01",35111,999,175,"1.49","1943.56","2.8453","Velit voluptatibus eaque temporibus. Dolorem distinctio labore dicta saepe nesciunt.",NULL,"Other 22yo in Hyderabad","Paused"
"CAMP48C448189EF0","Progressive bottom-line system engine","YouTube","29705.48","2024-09-26","2025-06-07",347644,26490,760,"4.81","39.09","7.6199","Facere tenetur quo corporis et maiores. Et optio ex. Et reprehenderit expedita qui dolores ex.","INFL8F93CBECFAF3","Male 23yo in Hyderabad","Completed"
"CAMP48F1B05CDD70","Team-oriented methodical complexity","Instagram","357129.32","2025-08-07","2025-08-28",379392,20423,1798,"1.82","198.63","5.3831","Soluta amet corrupti nisi magni amet. Corrupti id nostrum asperiores dolorem.",NULL,"Female 33yo in Lucknow","Completed"
"CAMP494D65D9F587","Fully-configurable context-sensitive open system","Instagram","97733.79","2024-12-06","2025-07-31",136974,3853,199,"2.78","491.12","2.8129","Consectetur dolorum possimus. Reiciendis iusto doloribus deserunt itaque.","INFLBE931E8DE685","Female 18yo in Kolkata","Active"
"CAMP496090BE4CD7","Mandatory holistic algorithm","YouTube","50629.75","2024-10-28","2025-02-13",79677,5297,560,"1.47","90.41","6.6481","Quam non animi. Corrupti explicabo suscipit placeat ea officiis sit.",NULL,"Other 30yo in Hyderabad","Paused"
"CAMP4AB6C56321D8","Diverse secondary infrastructure","TikTok","779789.18","2025-06-29","2025-08-12",483617,37582,1649,"1.99","472.89","7.7710","Provident nemo nam odit.",NULL,"Male 26yo in Jaipur","Cancelled"
"CAMP4B058FB2DC89","Monitored web-enabled migration","Other","288633.66","2025-02-07","2025-04-23",904873,3205,58,"3.83","4976.44","0.3542","Animi rem aperiam sit ad. Amet aut molestiae fugiat eaque aliquid. Sapiente magni temporibus rerum.",NULL,"Male 35yo in Pune","Paused"
"CAMP4B1FAF5BEA08","Sharable upward-trending open architecture","Email","637905.95","2025-08-28","2025-09-08",211327,13481,1382,"1.09","461.58","6.3792","Excepturi enim eius consectetur veniam molestiae assumenda. Omnis nemo ipsam praesentium.",NULL,"Male 21yo in Chennai","Completed"
"CAMP4B4CC25B499A","Extended motivating neural-net","Email","244951.55","2024-12-08","2025-02-25",925827,18292,561,"4.91","436.63","1.9757","Modi labore eum eveniet porro amet eius. Impedit voluptates sed illo ut.",NULL,"Female 31yo in Hyderabad","Cancelled"
"CAMP4BDEB866B33B","Diverse incremental middleware","Google Ads","810750.33","2024-10-16","2025-03-22",206919,1127,57,"3.28","14223.69","0.5447","Suscipit possimus possimus aperiam inventore. Ut veritatis nulla id saepe deserunt laudantium.",NULL,"Female 18yo in Ahmedabad","Completed"
"CAMP4CA69FCB633D","Team-oriented systematic matrix","Instagram","338850.79","2025-01-16","2025-05-18",695317,43159,8478,"3.93","39.97","6.2071","Corporis temporibus nostrum in modi quis quae. Suscipit eius corrupti mollitia quidem quidem.",NULL,"Female 23yo in Bangalore","Completed"
"CAMP4D7F5754FA9D","Re-engineered interactive access","Instagram","395021.54","2025-06-04","2025-08-01",24001,1716,43,"2.00","9186.55","7.1497","Corporis saepe officiis vero. Voluptatum ullam nam molestiae tenetur itaque praesentium aliquam.","INFL867493872BE8","Female 18yo in Kolkata","Active"
"CAMP4DC1F2251163","Innovative discrete productivity","Email","338854.01","2025-03-11","2025-05-29",531153,23730,224,"3.36","1512.74","4.4676","Maxime tempora accusamus. Assumenda eum dolor quibusdam.",NULL,"Female 33yo in Hyderabad","Completed"
"CAMP4DC8BB866B94","Organized multi-state encoding","Google Ads","175378.14","2025-04-28","2025-05-16",957513,90310,13125,"4.43","13.36","9.4317","Culpa inventore saepe quos. Magnam illum fugit suscipit officia ratione iure voluptatum.",NULL,"Female 34yo in Hyderabad","Active"
"CAMP4E5D791F4C34","Triple-buffered bifurcated process improvement","Instagram","305400.61","2025-06-19","2025-07-15",162420,4505,625,"3.08","488.64","2.7737","Eligendi accusamus quod suscipit harum soluta.",NULL,"Female 29yo in Ahmedabad","Active"
"CAMP4E8FC364F851","Open-architected web-enabled frame","Instagram","167539.86","2025-09-17","2025-09-17",670234,35648,3756,"4.63","44.61","5.3187","Culpa praesentium recusandae neque hic. Provident provident iste quia.",NULL,"Other 31yo in Hyderabad","Paused"
"CAMP4F708B86E434","Right-sized mobile contingency","Instagram","669026.51","2025-05-20","2025-06-13",518949,7345,941,"3.62","710.97","1.4154","Hic temporibus et officia quia facere consequuntur.","INFL42B76DCA1118","Female 25yo in Ahmedabad","Paused"
"CAMP4FC5A9F6C774","Open-architected content-based capability","YouTube","722109.32","2024-10-13","2025-05-09",766338,12107,1425,"3.54","506.74","1.5799","Modi ipsam animi. Magnam iste quasi amet.",NULL,"Female 19yo in Mumbai","Completed"
"CAMP513815C80893","Triple-buffered solution-oriented data-warehouse","Facebook","648018.07","2024-10-20","2025-02-09",791834,19672,978,"4.60","662.60","2.4844","Sequi voluptatibus nesciunt inventore nemo. Minus debitis expedita laborum.",NULL,"Male 24yo in Jaipur","Paused"
"CAMP5159379D3395","Decentralized dynamic knowledge user","Instagram","741334.51","2025-02-12","2025-05-28",509243,4720,44,"3.76","16848.51","0.9269","Tempore ratione repudiandae labore cupiditate eveniet sunt.",NULL,"Female 25yo in Delhi","Cancelled"
"CAMP515F56B5F0E5","Streamlined next generation open architecture","Google Ads","65700.45","2025-06-12","2025-07-28",732446,67642,13135,"2.51","5.00","9.2351","Voluptatem qui omnis recusandae laboriosam. Iusto vitae aperiam quod veritatis velit aperiam neque.",NULL,"Other 19yo in Pune","Paused"
"CAMP5161F9398E90","Stand-alone background product","Facebook","766381.27","2025-03-09","2025-07-05",682280,21329,4124,"1.60","185.83","3.1261","Quod molestias corporis molestias deserunt delectus. Harum qui cum distinctio.",NULL,"Female 32yo in Delhi","Cancelled"
"CAMP51842F925093","Up-sized explicit open system","Email","231756.25","2025-08-23","2025-08-29",906581,22960,1436,"3.61","161.39","2.5326","Fuga suscipit facere eius ad facere. Nisi veritatis quasi ducimus facere id.",NULL,"Other 30yo in Jaipur","Completed"
"CAMP529112A6FBDE","Grass-roots content-based contingency","Other","556219.26","2025-05-18","2025-06-23",850169,69469,9559,"4.50","58.19","8.1712","Id veritatis esse adipisci vel quos ex. Quo veritatis expedita fuga maiores.",NULL,"Other 28yo in Kolkata","Completed"
"CAMP52A006F7C080","Pre-emptive scalable time-frame","Facebook","695725.43","2025-06-20","2025-07-15",197162,2385,404,"4.22","1722.09","1.2097","Amet dolorum atque totam. Sequi aliquam esse autem nobis beatae quaerat.",NULL,"Male 25yo in Mumbai","Completed"
"CAMP52E11F897FB1","Customer-focused mission-critical secured line","Email","513264.48","2025-05-06","2025-06-08",787991,53040,6554,"4.74","78.31","6.7310","Aut modi blanditiis sunt assumenda. Voluptatibus quidem alias quasi placeat dolores.",NULL,"Male 23yo in Pune","Active"
"CAMP52E357928AF8","Re-contextualized contextually-based customer loyalty","Google Ads","799914.97","2024-10-22","2024-12-10",113848,4967,673,"2.47","1188.58","4.3628","Vero saepe quos. Cupiditate sequi corrupti est non.",NULL,"Other 35yo in Ahmedabad","Paused"
"CAMP5438E571BD7E","Reverse-engineered modular productivity","Other","767617.90","2025-01-15","2025-05-09",174469,8953,674,"2.41","1138.90","5.1316","Incidunt deleniti delectus quibusdam.",NULL,"Male 34yo in Chennai","Cancelled"
"CAMP547489604242","Future-proofed contextually-based encoding","Email","65404.82","2025-03-19","2025-05-25",966505,37306,1591,"1.63","41.11","3.8599","Consequatur voluptate aliquam atque tempora maxime. A natus esse omnis.",NULL,"Male 33yo in Ahmedabad","Active"
"CAMP54A6B4E7A4DD","Profit-focused discrete moderator","Google Ads","576263.27","2025-08-27","2025-09-15",296043,1878,246,"3.85","2342.53","0.6344","Repellendus ipsum autem iusto et alias ipsum. Ea eius enim laudantium odio adipisci.",NULL,"Female 22yo in Lucknow","Active"
"CAMP54D2BAC59D34","Up-sized background parallelism","Email","134057.79","2025-02-25","2025-08-18",284118,7236,156,"4.33","859.34","2.5468","Impedit accusantium tempore. Eius voluptatem debitis.",NULL,"Female 26yo in Kolkata","Active"
"CAMP54F76E198A7A","Open-architected 24/7 artificial intelligence","Other","220938.09","2025-07-20","2025-09-08",571696,33903,2847,"3.97","77.60","5.9302","Vero omnis possimus. Expedita optio tempora nostrum qui.",NULL,"Other 24yo in Kolkata","Completed"
"CAMP561A9651B040","Down-sized zero-defect functionalities","Google Ads","617475.17","2024-10-12","2024-12-25",784910,65685,9636,"4.72","64.08","8.3685","Dicta rerum nostrum perspiciatis odit rerum.",NULL,"Male 26yo in Mumbai","Active"
"CAMP56ACCF38F8EC","Synergistic zero-defect monitoring","Other","561483.85","2025-01-01","2025-05-04",788844,6218,1072,"1.42","523.77","0.7882","Alias vel quod eius. Quibusdam ipsa rerum vero ut. Odio officia harum tempora ut quae nihil.",NULL,"Other 23yo in Lucknow","Paused"
"CAMP577EAB2ACB41","Horizontal 3rdgeneration capability","YouTube","595824.50","2025-03-08","2025-05-08",655901,8893,1635,"2.46","364.42","1.3558","Aspernatur ad quo necessitatibus. Tempora quod veritatis possimus error velit alias illum.",NULL,"Male 28yo in Chennai","Cancelled"
"CAMP58272C0F1D87","Distributed scalable ability","Facebook","842782.00","2024-11-18","2024-12-21",729706,3686,22,"1.08","38308.27","0.5051","Error illum nulla. Nihil libero dolore nisi.",NULL,"Female 35yo in Kolkata","Completed"
"CAMP582F24C593D0","Switchable 6thgeneration challenge","TikTok","363415.88","2025-04-21","2025-07-27",747716,10017,356,"2.63","1020.83","1.3397","Iure aliquid nostrum ipsam ab. Ab doloremque qui iusto quisquam natus. Officia expedita ad.",NULL,"Male 21yo in Kolkata","Active"
"CAMP5876D4D66A33","Reverse-engineered zero tolerance pricing structure","Instagram","476009.29","2025-09-17","2025-09-17",536322,37714,3754,"3.66","126.80","7.0320","Ratione adipisci repellendus placeat ratione aut. Nesciunt qui velit modi.","INFLE303ACD3E552","Other 25yo in Delhi","Active"
"CAMP5935E5E17618","Organic human-resource moratorium","Email","483823.86","2024-11-11","2025-04-17",950610,48593,4741,"1.27","102.05","5.1118","Vel quae commodi consequatur vel libero. Quisquam temporibus perferendis a dolorem quae debitis.",NULL,"Other 18yo in Bangalore","Paused"
"CAMP5A77E66E02AC","Networked high-level process improvement","Facebook","274745.77","2024-10-21","2025-08-11",189915,10369,1850,"3.99","148.51","5.4598","Dolor quia at ullam vero. Labore nostrum recusandae quasi.",NULL,"Other 26yo in Hyderabad","Completed"
"CAMP5A946173394B","Reactive even-keeled utilization","TikTok","31859.70","2025-04-03","2025-07-13",519604,45365,8039,"1.53","3.96","8.7307","Eius maxime possimus tempore. Odio illo voluptas. Ex voluptates deserunt tempore fugit quos error.",NULL,"Female 31yo in Hyderabad","Cancelled"
"CAMP5AA88B571A2A","Focused context-sensitive website","Google Ads","807440.31","2024-10-04","2024-12-07",634136,51074,1511,"4.21","534.37","8.0541","Veritatis explicabo optio eum. Nesciunt placeat architecto aut at cumque repellendus.",NULL,"Other 34yo in Mumbai","Cancelled"
"CAMP5AF6B0C94C2F","Customizable system-worthy alliance","Facebook","436803.33","2025-04-30","2025-07-04",839740,21222,4225,"4.17","103.39","2.5272","Reprehenderit delectus blanditiis fugiat.",NULL,"Male 24yo in Jaipur","Paused"
"CAMP5B08A377D722","Synergistic asynchronous extranet","Email","515506.40","2025-05-22","2025-07-01",282772,17577,2578,"4.48","199.96","6.2160","Alias expedita esse hic voluptate. Nobis id possimus quo natus modi.",NULL,"Other 22yo in Jaipur","Active"
"CAMP5B126FA1B8E0","Stand-alone solution-oriented interface","Email","507148.90","2025-02-18","2025-02-21",955698,35378,3715,"2.35","136.51","3.7018","Consequuntur eum aliquam. Vel soluta mollitia dignissimos. Adipisci doloribus animi quibusdam.",NULL,"Other 21yo in Lucknow","Active"
"CAMP5B8834C640A6","Horizontal transitional encoding","YouTube","952333.68","2025-01-20","2025-01-30",409450,22569,3106,"1.16","306.61","5.5120","Nisi ab ad assumenda inventore dolorum numquam. Animi quos architecto.","INFL069E3F01E1C4","Male 24yo in Delhi","Completed"
"CAMP5CC7E83A567E","Enhanced zero-defect core","Instagram","786697.84","2025-03-24","2025-09-04",672697,8266,1045,"4.92","752.82","1.2288","Magni quae fuga perferendis nobis. Repellendus odio dolorem modi dolorem.","INFLE46B1163B527","Other 26yo in Hyderabad","Completed"
"CAMP5D25EDCF36EF","Down-sized multimedia benchmark","YouTube","645156.55","2025-04-26","2025-07-15",488147,1340,193,"3.30","3342.78","0.2745","Cum totam pariatur minus amet amet. Dignissimos quo enim excepturi iste fuga.",NULL,"Female 35yo in Delhi","Active"
"CAMP5D42EFF42CEF","Visionary homogeneous throughput","YouTube","616578.72","2025-08-30","2025-09-05",115462,879,122,"2.98","5053.92","0.7613","Eos non inventore maxime eum nihil rem. Et ea inventore quia.",NULL,"Male 25yo in Pune","Cancelled"
"CAMP5D469D368DB7","Multi-channeled exuding synergy","Other","156818.59","2025-06-10","2025-09-12",587208,10551,1589,"4.87","98.69","1.7968","Quas et dicta aperiam. Ullam tempore quidem nobis illum blanditiis.",NULL,"Female 30yo in Delhi","Cancelled"
"CAMP5D815D181616","Multi-layered bottom-line complexity","YouTube","429237.64","2025-03-26","2025-04-29",154092,13425,2231,"4.10","192.40","8.7123","Delectus placeat quis. Voluptatum mollitia praesentium nostrum quod voluptas.","INFLD0F5B9AF9256","Male 30yo in Ahmedabad","Paused"
"CAMP5DD3486B3D8D","User-centric didactic Graphical User Interface","YouTube","583251.64","2024-11-14","2024-12-08",344016,27708,1754,"2.16","332.53","8.0543","Quisquam nihil minima dicta ipsum. Pariatur omnis officiis cumque ipsam.","INFL997FF1C1FD45","Other 21yo in Kolkata","Paused"
"CAMP5E1C3B45D97E","Open-source analyzing success","Facebook","461905.52","2025-03-31","2025-08-27",438356,952,41,"1.16","11265.99","0.2172","Maiores perspiciatis eveniet quae dolores officia numquam. Necessitatibus repellat earum adipisci.",NULL,"Male 25yo in Bangalore","Paused"
"CAMP5EDF4594326C","Organized system-worthy toolset","Other","67670.89","2024-10-29","2025-07-25",182938,15360,1926,"2.03","35.14","8.3963","Molestias quos sapiente recusandae. Doloremque vitae fuga.",NULL,"Female 30yo in Bangalore","Active"
"CAMP5F12653C2638","Front-line multimedia Graphical User Interface","YouTube","873238.00","2025-07-07","2025-08-14",269242,21086,2885,"1.37","302.68","7.8316","Quas commodi ad molestiae nostrum. Minima dicta ipsa.",NULL,"Female 35yo in Jaipur","Active"
"CAMP5F48C648195B","Profit-focused dedicated monitoring","Google Ads","474678.71","2025-07-21","2025-07-29",390315,5895,140,"2.35","3390.56","1.5103","Adipisci possimus architecto qui alias. Sequi dignissimos sit fugiat.",NULL,"Male 21yo in Jaipur","Cancelled"
"CAMP5FE850C14F97","Customer-focused discrete capability","Facebook","985108.93","2025-06-17","2025-09-08",196619,1658,141,"4.15","6986.59","0.8433","Amet iste nemo quisquam veritatis nostrum dolores perspiciatis. Vero aperiam dolorem alias ipsa.",NULL,"Male 29yo in Bangalore","Active"
"CAMP60333CBA2824","Devolved context-sensitive throughput","TikTok","34752.26","2025-06-02","2025-06-04",844814,9428,1248,"1.03","27.85","1.1160","Beatae iste odio error veniam esse. Possimus excepturi officiis reprehenderit iure maxime velit.",NULL,"Male 33yo in Pune","Paused"
"CAMP609D1846262D","Streamlined zero-defect hardware","Other","802480.95","2025-02-20","2025-04-19",128047,11280,1945,"3.50","412.59","8.8093","Deleniti natus voluptatem aspernatur. Eligendi sapiente ducimus officia.",NULL,"Female 30yo in Pune","Cancelled"
"CAMP614071A1DE3D","Front-line user-facing encryption","Facebook","336071.49","2025-07-25","2025-09-14",520705,7230,1315,"2.67","255.57","1.3885","Atque ratione nobis pariatur nam.",NULL,"Other 34yo in Ahmedabad","Paused"
"CAMP62243FCFE13C","Future-proofed radical orchestration","YouTube","394161.08","2024-12-18","2025-02-18",697075,4573,795,"1.91","495.80","0.6560","Recusandae nulla illum ex facere doloribus aliquam.","INFL87EA6020FBB5","Female 29yo in Jaipur","Paused"
"CAMP625994E75D4E","Enhanced tangible approach","Facebook","634884.98","2025-03-14","2025-05-26",797605,48892,6444,"4.32","98.52","6.1299","Accusantium dicta sit alias. Quas esse harum fuga libero laborum. Mollitia id in unde.",NULL,"Other 28yo in Chennai","Paused"
"CAMP62616230F7BE","Total scalable structure","YouTube","345835.79","2024-11-10","2025-08-05",206960,13540,213,"1.39","1623.64","6.5423","Eligendi mollitia sint dolorem adipisci molestias nulla. Beatae quam adipisci vitae.",NULL,"Male 30yo in Delhi","Active"
"CAMP6274B38CA426","Quality-focused solution-oriented adapter","Facebook","571495.81","2025-05-28","2025-08-29",973851,17291,2264,"4.40","252.43","1.7755","Veritatis natus maxime occaecati vero quae aspernatur quo. Dolorum facere dolorem dicta quod.",NULL,"Female 31yo in Jaipur","Completed"
"CAMP63217B266CFE","User-centric zero-defect collaboration","Facebook","635945.37","2025-05-21","2025-06-24",577284,32896,2095,"3.12","303.55","5.6984","Expedita explicabo ex repellat possimus earum aperiam libero. Omnis dicta rem impedit quae odit.",NULL,"Other 24yo in Jaipur","Active"
"CAMP636117845E39","Object-based motivating artificial intelligence","Email","248321.94","2025-01-19","2025-02-12",806745,40707,3339,"1.13","74.37","5.0458","Beatae aliquam alias voluptatibus earum optio expedita quasi.",NULL,"Female 32yo in Kolkata","Completed"
"CAMP646AC9A17ABB","Decentralized fresh-thinking leverage","Instagram","907175.92","2025-03-29","2025-08-10",21222,1185,64,"1.61","14174.62","5.5838","Numquam deleniti commodi quaerat repudiandae perferendis. Iste ipsa numquam accusamus.","INFLA69FE1988503","Male 27yo in Bangalore","Paused"
"CAMP65299DDA8C02","User-centric incremental time-frame","Instagram","992541.94","2025-09-17","2025-09-17",286811,3893,98,"2.54","10127.98","1.3573","Aliquid cumque enim sapiente odio. Neque magni repudiandae natus sunt officia ratione impedit.","INFLCA24363AD25A","Other 32yo in Delhi","Cancelled"
"CAMP6647D43FC242","Re-contextualized national utilization","YouTube","949511.13","2025-01-24","2025-04-07",406499,15112,1534,"2.30","618.98","3.7176","Delectus eos nulla culpa reiciendis soluta. In numquam ipsam quasi minus.","INFL919C4A2DE95D","Female 23yo in Pune","Active"
"CAMP6685CA9E335F","Mandatory client-driven service-desk","Instagram","448656.12","2025-09-16","2025-09-17",298060,16521,27,"1.67","16616.89","5.5428","Cum voluptate dolores voluptatem.
Dicta voluptas quae vero rerum debitis.","INFL241C1D8FBCB1","Other 33yo in Hyderabad","Active"
"CAMP672666035EDD","Enhanced bi-directional superstructure","Facebook","60808.32","2025-06-12","2025-07-31",142084,5535,263,"1.96","231.21","3.8956","Facere possimus tempore ipsam officiis voluptatibus.",NULL,"Female 26yo in Chennai","Paused"
"CAMP6741F411E2D5","Horizontal 4thgeneration website","Email","993724.25","2025-09-06","2025-09-13",969941,68406,10142,"4.02","97.98","7.0526","Fugit labore asperiores totam. Ducimus cumque alias. Pariatur voluptatum repellat neque doloribus.",NULL,"Female 21yo in Lucknow","Cancelled"
